pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
2729,A woman is rocking over a blanket lying on someone reading a book,A seated woman is singing a song and playing the guitar,A_neutral_B,B_neutral_A
2730,A woman on a rock is lying on a blanket and reading a book,"A woman, who is seated, is singing a song and playing the guitar",A_neutral_B,B_contradicts_A
2731,A woman on a rock is lying on a blanket and reading a book,There is no seated woman singing a song and playing the guitar,A_neutral_B,B_neutral_A
2732,A seated woman is singing a song and playing the guitar,A woman on a rock is lying on a blanket and reading a book,A_neutral_B,B_neutral_A
2733,A man is playing an acoustic guitar,A man is playing a guitar that is acoustic,A_entails_B,B_entails_A
2734,A man is packing away an acoustic guitar,A man is playing an acoustic guitar,A_contradicts_B,B_neutral_A
2735,The woman is playing a guitar which is electric,The woman is playing an electric guitar,A_entails_B,B_entails_A
2736,The woman is playing an electric guitar,The woman is not playing an electric guitar,A_contradicts_B,B_contradicts_A
2737,A man is playing an acoustic guitar,The woman is playing a guitar which is electric,A_neutral_B,B_neutral_A
2738,The woman is not playing an electric guitar,A man is playing an acoustic guitar,A_neutral_B,B_neutral_A
2739,The woman is playing an electric guitar,A man is playing a guitar that is acoustic,A_neutral_B,B_neutral_A
2740,A man is packing away an acoustic guitar,The woman is playing an electric guitar,A_neutral_B,B_neutral_A
2741,The woman is playing an electric guitar,A man is playing an acoustic guitar,A_neutral_B,B_neutral_A
2742,The lady is breaking eggs that are raw into a bowl,The lady is breaking raw eggs into a bowl,A_entails_B,B_entails_A
2743,The lady is breaking raw eggs into a bowl,The lady isn't breaking raw eggs into a bowl,A_contradicts_B,B_contradicts_A
2744,The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,A_entails_B,B_entails_A
2745,The woman is storing away the eggs,The woman is cracking eggs into a bowl,A_neutral_B,B_neutral_A
2746,The lady is breaking raw eggs into a bowl,Eggs are being cracked into a bowl by the woman,A_entails_B,B_entails_A
2747,The woman is storing away the eggs,The lady is breaking raw eggs into a bowl,A_neutral_B,B_neutral_A
2748,The lady is breaking eggs that are raw into a bowl,The woman is cracking eggs into a bowl,A_entails_B,B_neutral_A
2749,The woman is cracking eggs into a bowl,The lady isn't breaking raw eggs into a bowl,A_contradicts_B,B_contradicts_A
2750,The lady is breaking raw eggs into a bowl,The woman is cracking eggs into a bowl,A_entails_B,B_entails_A
2751,A soccer player is scoring a goal,A player of soccer is scoring a goal,A_entails_B,B_entails_A
2752,A soccer player is scoring a goal,A soccer player is missing a goal,A_neutral_B,B_neutral_A
2753,Some people who play soccer are kicking a soccer ball into the goal,Soccer players are kicking a soccer ball into the goal,A_entails_B,B_entails_A
2754,Soccer players are kicking a soccer ball into the goal,There are no soccer players kicking a soccer ball into the goal,A_contradicts_B,B_contradicts_A
2755,Some people who play soccer are kicking a soccer ball into the goal,A soccer player is scoring a goal,A_neutral_B,B_neutral_A
2756,A soccer player is scoring a goal,There are no soccer players kicking a soccer ball into the goal,A_contradicts_B,B_contradicts_A
2757,A player of soccer is scoring a goal,Soccer players are kicking a soccer ball into the goal,A_entails_B,B_entails_A
2758,Soccer players are kicking a soccer ball into the goal,A soccer player is missing a goal,A_neutral_B,B_contradicts_A
2759,Soccer players are kicking a soccer ball into the goal,A soccer player is scoring a goal,A_entails_B,B_neutral_A
2760,A man and a woman are eating happily,A man and a woman are eating,A_entails_B,B_neutral_A
2761,A man and a woman are eating,A man and a woman are not eating,A_contradicts_B,B_contradicts_A
2762,A man and woman are talking,A man and a woman are having a conversation,A_entails_B,B_entails_A
2763,A man and woman are talking,A man and a woman are silent,A_contradicts_B,B_contradicts_A
2764,A man and a woman are eating,A man and a woman are having a conversation,A_neutral_B,B_neutral_A
2765,A man and a woman are silent,A man and a woman are eating,A_neutral_B,B_neutral_A
2766,A man and woman are talking,A man and a woman are eating happily,A_neutral_B,B_neutral_A
2767,A man and woman are talking,A man and a woman are not eating,A_neutral_B,B_neutral_A
2768,A man and a woman are eating,A man and woman are talking,A_neutral_B,B_neutral_A
2769,A person is pouring oil made with olives into a pot on the stove,A person is pouring olive oil into a pot on the stove,A_entails_B,B_entails_A
2770,There is no person pouring olive oil into a pot on the stove,A person is pouring olive oil into a pot on the stove,A_contradicts_B,B_contradicts_A
2771,A person is pouring olive oil into a pot on the stove,A person is pouring olive oil into the stove from a pot,A_neutral_B,B_neutral_A
2772,A person is pouring oil for cooking into a pot,A person is pouring cooking oil into a pot,A_entails_B,B_entails_A
2773,A person is cleaning a pot of cooking oil,A person is pouring cooking oil into a pot,A_contradicts_B,B_neutral_A
2774,A person is pouring olive oil into a pot on the stove,A person is pouring oil for cooking into a pot,A_entails_B,B_neutral_A
2775,A person is cleaning a pot of cooking oil,A person is pouring olive oil into a pot on the stove,A_neutral_B,B_neutral_A
2776,A person is pouring oil made with olives into a pot on the stove,A person is pouring cooking oil into a pot,A_entails_B,B_neutral_A
2777,There is no person pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,A_neutral_B,B_contradicts_A
2778,A person is pouring cooking oil into a pot,A person is pouring olive oil into the stove from a pot,A_neutral_B,B_neutral_A
2779,A person is pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot,A_entails_B,B_neutral_A
2780,A woman is walking the dog down the street,The woman is walking the dog down the street ,A_entails_B,B_entails_A
2781,A woman is walking the dog down the street,A woman is restraining the dog,A_neutral_B,B_neutral_A
2782,The woman is walking the dog,The dog is being walked by the woman,A_entails_B,B_entails_A
2783,The woman is not walking the dog,The woman is walking the dog,A_contradicts_B,B_contradicts_A
2784,A woman is walking the dog down the street,The dog is being walked by the woman,A_entails_B,B_neutral_A
2785,A woman is walking the dog down the street,The woman is not walking the dog,A_contradicts_B,B_contradicts_A
2786,The woman is walking the dog down the street ,The woman is walking the dog,A_entails_B,B_neutral_A
2787,The woman is walking the dog,A woman is restraining the dog,A_neutral_B,B_neutral_A
2788,A woman is walking the dog down the street,The woman is walking the dog,A_entails_B,B_neutral_A
2789,A guinea pig is devouring a carrot,A guinea pig is eating a carrot,A_entails_B,B_entails_A
2790,There is no guinea pig eating a carrot,A guinea pig is eating a carrot,A_contradicts_B,B_contradicts_A
2791,"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A small guinea pig is gnawing and eating a piece of carrot on the floor,A_entails_B,B_entails_A
2792,A small guinea pig is gnawing and eating a piece of carrot on the floor,There is no small guinea pig gnawing and eating a piece of carrot on the floor,A_contradicts_B,B_contradicts_A
2793,"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor",A guinea pig is eating a carrot,A_entails_B,B_neutral_A
2794,There is no small guinea pig gnawing and eating a piece of carrot on the floor,A guinea pig is eating a carrot,A_contradicts_B,B_contradicts_A
2795,A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is devouring a carrot,A_entails_B,B_neutral_A
2796,There is no guinea pig eating a carrot,A small guinea pig is gnawing and eating a piece of carrot on the floor,A_neutral_B,B_contradicts_A
2797,A small guinea pig is gnawing and eating a piece of carrot on the floor,A guinea pig is eating a carrot,A_entails_B,B_neutral_A
2798,A man is confidently slicing a carrot with a knife,A man is slicing a carrot with a knife,A_entails_B,B_neutral_A
2799,A man is slicing a carrot with a knife,A man is putting away a carrot,A_neutral_B,B_neutral_A
2800,The woman is slicing an onion,An onion is being sliced by the woman,A_entails_B,B_entails_A
2801,The woman is not slicing an onion,The woman is slicing an onion,A_contradicts_B,B_contradicts_A
2802,An onion is being sliced by the woman,A man is slicing a carrot with a knife,A_neutral_B,B_neutral_A
2803,A man is slicing a carrot with a knife,The woman is not slicing an onion,A_neutral_B,B_neutral_A
2804,A man is confidently slicing a carrot with a knife,The woman is slicing an onion,A_neutral_B,B_neutral_A
2805,The woman is slicing an onion,A man is putting away a carrot,A_neutral_B,B_neutral_A
2806,A man is slicing a carrot with a knife,The woman is slicing an onion,A_neutral_B,B_neutral_A
2807,The plane is landing,A plane is landing,A_entails_B,B_entails_A
2808,A plane is taking off,A plane is landing,A_neutral_B,B_neutral_A
2809,A cartoon airplane is landing,An animated airplane is landing,A_entails_B,B_entails_A
2810,An animated airplane is landing,An animated airplane is taking off,A_neutral_B,B_contradicts_A
2811,A cartoon airplane is landing,A plane is landing,A_entails_B,B_neutral_A
2812,A plane is landing,An animated airplane is taking off,A_neutral_B,B_neutral_A
2813,An animated airplane is landing,The plane is landing,A_entails_B,B_neutral_A
2814,An animated airplane is landing,A plane is taking off,A_neutral_B,B_neutral_A
2815,An animated airplane is landing,A plane is landing,A_entails_B,B_neutral_A
2816,A woman is cooking an egg in a skillet,A woman is preparing an egg in a skillet,A_entails_B,B_entails_A
2817,A woman is preparing an egg in a skillet,There is no woman preparing an egg in a skillet,A_contradicts_B,B_contradicts_A
2818,A woman is preparing a skillet for the eggs,A woman is preparing an egg in a skillet,A_neutral_B,B_neutral_A
2819,A woman is carefully pouring a mixture into a bowl and mixing it,A woman is pouring a mixture into a bowl and mixing it,A_entails_B,B_neutral_A
2820,A woman is pouring a mixture into a bowl and mixing it,A woman is taking a mixture out of a bowl,A_neutral_B,B_contradicts_A
2821,A woman is carefully pouring a mixture into a bowl and mixing it,A woman is preparing an egg in a skillet,A_neutral_B,B_neutral_A
2822,A woman is taking a mixture out of a bowl,A woman is preparing an egg in a skillet,A_neutral_B,B_neutral_A
2823,A woman is cooking an egg in a skillet,A woman is pouring a mixture into a bowl and mixing it,A_neutral_B,B_neutral_A
2824,There is no woman preparing an egg in a skillet,A woman is pouring a mixture into a bowl and mixing it,A_neutral_B,B_neutral_A
2825,A woman is pouring a mixture into a bowl and mixing it,A woman is preparing a skillet for the eggs,A_neutral_B,B_neutral_A
2826,A woman is preparing an egg in a skillet,A woman is pouring a mixture into a bowl and mixing it,A_neutral_B,B_neutral_A
2827,The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,A_entails_B,B_entails_A
2828,The girl is using an eye pencil on her eyelid,The girl is not using an eye pencil on her eyelid,A_contradicts_B,B_contradicts_A
2829,The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,A_entails_B,B_entails_A
2830,The woman is penciling on eyeshadow,The woman is not penciling on eyeshadow,A_contradicts_B,B_contradicts_A
2831,The lady is penciling on eyeshadow,The girl is using an eye pencil on her eyelid,A_entails_B,B_neutral_A
2832,The woman is not penciling on eyeshadow,The girl is using an eye pencil on her eyelid,A_neutral_B,B_neutral_A
2833,The girl is using a pencil for the eyes on her eyelid,The woman is penciling on eyeshadow,A_entails_B,B_neutral_A
2834,The woman is penciling on eyeshadow,The girl is not using an eye pencil on her eyelid,A_neutral_B,B_neutral_A
2835,The girl is using an eye pencil on her eyelid,The woman is penciling on eyeshadow,A_entails_B,B_neutral_A
2836,A girl is practicing the piano,A girl is playing the piano,A_entails_B,B_entails_A
